Temperature,Humidity,Moisture,Soil_Type,Crop_Type,Nitrogen,Potassium,Phosphorous,Fertilizer_Name
26.84,62.31,75.34,Silt,Maize,52.68,53.97,38.62,Compost
30.68,63.13,56.55,Silt,Lentil,32.46,45.04,42.01,Urea
28.68,55.94,44.89,Alluvial,Rice,69.72,50.01,39.86,Compost
33.28,66.47,47.76,Sandy,Mustard,25.04,5.08,13.81,NPK 20-20-20
33.49,65.45,38.2,Silt,Vegetables,52.97,42.61,32.11,Compost
36.44,62.91,55.11,Alluvial,Soybean,71.22,44.18,54.29,Compost
33.59,56.35,65.3,Alluvial,Chickpea,79.25,33.64,59.49,Compost
27.39,58.55,29.81,Alluvial,Rice,72.3,48.94,42.41,Compost
30.86,56.13,51.57,Alluvial,Soybean,55.16,59.07,59.14,Compost
24.25,62.93,42.27,Clay,Mustard,60.76,25.82,55.51,Compost
26.29,62.35,38.03,Alluvial,Rice,72.31,53.78,52.97,Compost
25.24,60.57,34.56,Alluvial,Wheat,55.16,56.32,51.41,Compost
29.21,57.83,37.83,Loamy,Mustard,80.08,47.18,36.6,Compost
21.95,61.73,52.69,Loamy,Mustard,60.12,41.46,40.53,Compost
25.41,60.35,43.07,Clay,Soybean,54.21,42.49,49.33,Compost
34.14,66.74,33.4,Sandy,Lentil,16.26,10.03,0.01,NPK 20-20-20
35.65,62.84,26.96,Silt,Mustard,18.65,33.33,30.33,Urea
29.77,63.86,68.32,Clay,Potato,64.7,53.13,35.07,Compost
30.5,62.73,16.38,Sandy,Maize,27.65,12.98,15.01,NPK 20-20-20
31.0,62.0,48.0,Sandy,Maize,14.0,15.0,12.0,NPK 20-20-20
33.5,61.57,57.0,Alluvial,Potato,64.09,35.87,57.04,Compost
28.27,59.91,39.72,Clay,Soybean,60.71,51.87,44.94,Compost
27.77,59.41,32.32,Silt,Vegetables,78.49,34.96,50.12,Compost
30.25,65.46,42.76,Sandy,Maize,37.19,4.29,11.28,NPK 20-20-20
27.55,63.5,20.54,Loamy,Soybean,53.36,44.3,28.75,Compost
30.24,51.27,44.56,Sandy,Maize,28.19,16.47,18.38,NPK 20-20-20
29.56,57.67,44.46,Alluvial,Maize,79.15,53.18,36.93,Compost
30.37,56.3,42.69,Loamy,Soybean,54.18,46.55,48.51,Compost
25.72,56.52,22.49,Silt,Potato,42.68,22.95,41.7,Compost
31.17,53.38,46.9,Alluvial,Vegetables,79.48,47.27,55.13,Compost
29.96,60.26,37.03,Alluvial,Soybean,67.24,47.15,55.97,Compost
32.05,57.63,63.02,Silt,Soybean,51.6,37.27,34.98,Compost
32.74,65.66,27.27,Clay,Wheat,59.17,28.78,35.77,Compost
26.82,67.68,57.51,Silt,Potato,73.82,42.97,41.34,Compost
30.69,59.47,32.31,Alluvial,Soybean,58.77,52.2,43.93,Compost
31.21,70.93,34.83,Clay,Lentil,64.28,37.55,49.39,Compost
35.99,53.7,51.67,Alluvial,Lentil,71.5,65.33,61.82,Compost
31.41,63.64,41.84,Silt,Wheat,63.62,31.54,40.07,Compost
28.23,53.77,37.85,Clay,Soybean,70.84,44.68,49.88,Compost
34.59,52.11,26.44,Silt,Soybean,64.18,33.26,39.26,Compost
33.77,50.24,37.05,Loamy,Potato,55.48,20.52,46.41,Compost
30.57,63.62,55.06,Clay,Maize,50.21,40.92,30.76,Compost
29.49,61.89,51.38,Sandy,Potato,13.56,9.4,18.19,NPK 20-20-20
29.83,63.77,53.96,Alluvial,Lentil,95.89,43.82,82.6,Compost
34.28,48.65,30.75,Silt,Rice,57.3,44.54,43.45,Compost
30.82,70.68,35.71,Silt,Wheat,36.67,22.34,27.32,Urea
34.37,61.21,46.72,Loamy,Maize,41.72,53.24,37.5,Compost
37.35,63.54,43.93,Sandy,Vegetables,13.32,10.14,14.55,NPK 20-20-20
26.73,64.46,27.0,Clay,Maize,59.4,37.59,51.34,Compost
36.12,56.97,40.56,Silt,Rice,39.51,21.56,35.06,Urea
27.9,68.8,30.87,Silt,Potato,47.01,52.27,44.35,Compost
31.96,60.08,33.67,Sandy,Vegetables,14.15,11.87,17.49,NPK 20-20-20
29.65,55.73,33.02,Sandy,Lentil,8.75,9.39,7.57,NPK 20-20-20
32.39,60.49,25.49,Clay,Mustard,51.1,49.92,41.17,Compost
24.38,67.61,52.25,Clay,Soybean,72.97,42.99,42.42,Compost
32.69,53.15,40.17,Clay,Lentil,62.42,47.73,66.46,Compost
31.73,59.61,27.74,Silt,Soybean,52.0,35.66,53.5,Compost
25.85,51.8,41.08,Clay,Vegetables,72.34,32.89,51.6,Compost
27.4,57.64,39.59,Silt,Wheat,52.76,21.41,40.17,Compost
31.81,60.57,36.44,Loamy,Lentil,55.28,38.61,49.46,Compost
31.09,57.67,45.7,Alluvial,Lentil,89.36,38.43,46.17,Compost
26.93,55.13,68.43,Clay,Lentil,53.21,41.31,47.62,Compost
32.0,56.77,33.55,Loamy,Mustard,44.05,42.97,47.73,Compost
35.69,50.67,32.91,Silt,Rice,85.79,48.95,29.75,Compost
30.83,61.85,42.46,Clay,Potato,69.81,57.21,44.83,Compost
29.54,68.23,42.84,Clay,Wheat,39.33,64.53,43.77,Urea
32.79,68.9,44.63,Sandy,Potato,20.95,15.16,18.53,NPK 20-20-20
27.53,56.59,41.35,Loamy,Soybean,83.23,48.15,16.77,Compost
25.66,61.19,44.73,Sandy,Vegetables,26.32,6.73,16.88,NPK 20-20-20
29.82,53.46,63.76,Clay,Soybean,53.25,39.18,44.73,Compost
29.37,54.36,41.9,Silt,Wheat,45.98,45.16,37.83,Compost
22.34,64.33,31.27,Clay,Lentil,63.87,39.08,40.51,Compost
30.24,61.21,66.43,Clay,Wheat,61.31,42.48,49.65,Compost
26.54,59.18,46.25,Silt,Vegetables,46.59,30.63,18.04,Compost
33.34,54.74,29.47,Silt,Mustard,35.98,17.59,43.16,MOP
32.4,54.48,31.3,Silt,Lentil,45.85,38.26,47.7,Compost
29.91,68.91,32.64,Loamy,Lentil,46.52,18.65,42.38,MOP
29.84,63.36,28.67,Loamy,Soybean,59.98,46.8,44.57,Compost
31.72,58.52,62.54,Silt,Vegetables,50.0,31.64,44.45,Compost
26.16,77.99,46.28,Sandy,Lentil,2.55,13.36,18.69,NPK 20-20-20
32.1,58.87,37.55,Clay,Lentil,76.34,38.54,25.5,Compost
35.3,52.79,67.28,Sandy,Rice,22.29,10.06,10.34,NPK 20-20-20
36.37,65.0,20.62,Alluvial,Vegetables,75.42,56.87,50.53,Compost
30.45,65.76,55.48,Loamy,Maize,53.4,34.91,45.18,Compost
25.6,60.55,51.76,Loamy,Soybean,65.6,31.66,39.74,Compost
29.38,55.0,38.27,Silt,Soybean,42.27,47.07,48.91,Compost
33.77,55.44,42.86,Clay,Potato,66.75,47.73,45.95,Compost
28.99,56.22,36.31,Loamy,Soybean,34.5,36.14,47.21,Urea
25.4,52.89,12.85,Alluvial,Rice,77.32,54.05,64.86,Compost
32.01,52.4,54.72,Loamy,Rice,31.39,60.94,38.54,Urea
33.82,60.0,55.84,Loamy,Vegetables,67.73,35.3,23.87,Compost
29.79,52.57,57.81,Loamy,Soybean,47.16,32.31,38.09,Compost
36.05,55.15,34.56,Clay,Maize,63.26,43.95,42.01,Compost
31.12,60.75,47.52,Clay,Maize,42.67,58.87,48.0,Compost
34.5,54.35,46.39,Loamy,Soybean,51.77,39.85,50.85,Compost
36.03,67.14,58.93,Alluvial,Chickpea,85.11,61.75,34.23,Compost
33.9,55.71,54.33,Silt,Maize,38.7,39.16,31.1,Urea
33.11,70.74,33.86,Sandy,Chickpea,8.4,13.24,18.56,NPK 20-20-20
33.02,48.01,42.72,Loamy,Wheat,61.15,50.41,49.98,Compost
37.05,58.94,32.9,Alluvial,Mustard,73.9,57.54,33.4,Compost
27.1,56.46,45.2,Loamy,Chickpea,51.97,50.52,34.57,Compost
32.09,62.47,36.49,Clay,Soybean,69.66,47.78,37.37,Compost
31.69,67.73,36.17,Silt,Soybean,69.63,48.84,33.79,Compost
33.09,61.64,49.08,Loamy,Vegetables,63.96,33.84,29.67,Compost
31.57,56.8,37.22,Silt,Mustard,42.87,43.54,39.25,Compost
27.48,51.23,50.15,Clay,Potato,55.32,48.06,44.05,Compost
27.35,59.19,41.62,Alluvial,Soybean,56.47,44.31,54.31,Compost
29.73,60.38,42.5,Silt,Vegetables,30.96,26.59,54.52,Urea
22.81,57.03,25.49,Sandy,Soybean,23.68,12.63,18.23,NPK 20-20-20
30.33,56.67,54.81,Alluvial,Chickpea,75.48,50.05,41.16,Compost
35.56,57.17,51.45,Clay,Rice,78.66,50.91,43.77,Compost
27.1,60.16,63.61,Clay,Chickpea,71.43,34.87,40.53,Compost
31.73,58.29,41.69,Sandy,Wheat,23.58,10.03,11.39,NPK 20-20-20
33.37,52.14,42.24,Sandy,Vegetables,16.93,10.18,12.54,NPK 20-20-20
29.59,57.88,40.19,Loamy,Wheat,38.81,46.79,28.91,Urea
31.54,51.33,56.82,Silt,Potato,40.46,25.8,39.65,Compost
29.71,54.42,33.12,Loamy,Potato,80.09,18.93,31.45,MOP
28.3,64.82,44.08,Sandy,Rice,35.32,8.77,21.79,MOP
29.84,66.9,40.08,Alluvial,Lentil,56.14,50.42,69.35,Compost
34.69,61.31,44.09,Loamy,Potato,49.43,43.56,55.6,Compost
39.18,55.11,43.23,Loamy,Chickpea,56.65,54.05,51.33,Compost
26.13,59.68,34.24,Loamy,Lentil,60.07,32.1,31.03,Compost
29.84,54.77,43.29,Clay,Maize,47.39,70.09,39.03,Compost
31.23,59.02,39.69,Alluvial,Potato,64.73,48.47,51.33,Compost
29.1,51.34,41.2,Sandy,Soybean,15.68,10.23,7.62,NPK 20-20-20
28.13,59.49,33.22,Silt,Potato,51.13,32.75,38.03,Compost
33.45,55.86,22.55,Loamy,Vegetables,53.23,45.56,52.67,Compost
26.28,62.91,34.79,Alluvial,Wheat,78.3,60.35,42.58,Compost
27.01,58.15,45.49,Alluvial,Maize,64.63,74.75,47.61,Compost
29.14,67.18,27.68,Loamy,Wheat,37.13,47.42,27.95,Urea
34.85,59.59,38.14,Alluvial,Lentil,56.56,56.51,53.45,Compost
24.11,61.9,24.73,Silt,Wheat,52.42,42.88,42.0,Compost
35.27,47.73,55.94,Alluvial,Soybean,68.83,70.41,34.13,Compost
28.45,63.07,28.8,Sandy,Potato,28.44,9.62,6.23,NPK 20-20-20
27.84,56.65,48.07,Silt,Mustard,51.54,47.62,22.81,Compost
27.65,53.72,65.32,Clay,Lentil,55.53,56.42,49.13,Compost
35.09,66.58,43.26,Loamy,Wheat,46.97,47.99,32.74,Compost
28.95,53.29,31.72,Clay,Maize,70.86,47.8,37.97,Compost
36.15,48.12,38.69,Alluvial,Vegetables,85.94,36.97,47.95,Compost
34.13,49.1,32.39,Loamy,Potato,33.78,52.32,37.37,Urea
28.94,62.14,42.41,Silt,Maize,51.25,33.87,29.59,Compost
28.64,67.03,59.61,Silt,Maize,70.13,42.51,34.37,Compost
31.93,57.78,54.04,Silt,Maize,75.14,39.25,35.43,Compost
30.96,67.0,39.52,Alluvial,Wheat,54.72,51.58,49.15,Compost
32.8,50.92,35.54,Sandy,Vegetables,26.64,22.9,9.14,DAP
31.55,55.83,39.57,Sandy,Soybean,20.69,20.41,13.84,DAP
29.88,53.53,31.2,Clay,Vegetables,74.72,36.1,43.91,Compost
29.37,53.28,43.34,Clay,Mustard,61.8,42.91,47.46,Compost
31.13,62.86,49.66,Clay,Potato,79.17,50.26,31.68,Compost
24.23,55.25,24.5,Silt,Lentil,60.47,35.37,25.59,Compost
24.96,57.35,41.97,Clay,Rice,55.44,54.26,37.59,Compost
26.9,41.45,29.71,Silt,Chickpea,37.4,43.1,43.04,Urea
33.02,53.18,33.32,Alluvial,Wheat,64.3,50.62,50.27,Compost
29.03,56.15,36.82,Silt,Vegetables,61.49,35.02,46.05,Compost
34.42,64.49,33.78,Loamy,Lentil,50.96,33.92,39.95,Compost
26.6,59.7,39.92,Silt,Maize,55.92,34.9,43.39,Compost
33.55,63.66,59.92,Silt,Mustard,58.19,17.58,32.39,MOP
27.29,53.89,58.07,Sandy,Maize,35.96,6.22,16.74,NPK 20-20-20
34.92,56.53,46.65,Sandy,Lentil,38.03,8.73,13.17,NPK 20-20-20
25.73,57.47,42.05,Sandy,Wheat,35.78,5.34,21.25,MOP
32.49,58.7,39.89,Alluvial,Maize,61.87,49.39,39.67,Compost
30.18,57.31,49.4,Sandy,Potato,27.53,12.35,0.98,NPK 20-20-20
33.01,54.84,30.8,Alluvial,Chickpea,46.16,49.57,57.12,Compost
28.78,62.85,37.44,Silt,Mustard,57.67,34.52,37.64,Compost
28.54,63.75,28.91,Loamy,Wheat,65.26,34.5,40.61,Compost
34.88,44.7,33.46,Alluvial,Rice,64.98,52.63,47.03,Compost
29.62,60.88,49.21,Loamy,Vegetables,49.67,27.46,43.39,Compost
28.69,49.55,35.4,Alluvial,Rice,63.15,49.4,48.22,Compost
33.94,49.53,49.85,Sandy,Potato,14.75,8.68,7.69,NPK 20-20-20
35.68,59.85,53.76,Clay,Chickpea,55.87,51.84,39.9,Compost
34.21,61.22,41.89,Alluvial,Chickpea,43.78,42.0,43.31,Compost
34.69,65.52,36.5,Sandy,Chickpea,14.63,5.56,18.17,NPK 20-20-20
28.24,63.39,57.26,Alluvial,Soybean,78.79,33.81,48.92,Compost
30.45,56.29,34.32,Loamy,Soybean,73.16,47.88,50.58,Compost
30.85,59.24,44.6,Alluvial,Vegetables,75.72,38.74,43.14,Compost
32.52,57.05,40.72,Silt,Chickpea,42.28,36.88,36.11,Compost
33.63,59.46,35.06,Silt,Wheat,45.8,52.62,38.04,Compost
29.35,63.39,42.42,Clay,Vegetables,70.63,51.84,39.62,Compost
28.14,61.97,49.23,Loamy,Rice,63.67,21.52,57.58,Compost
29.27,55.39,31.85,Silt,Mustard,49.67,33.85,42.38,Compost
27.67,54.03,28.71,Alluvial,Vegetables,55.14,36.3,71.16,Compost
30.29,60.73,59.19,Loamy,Wheat,70.53,49.61,35.87,Compost
28.92,64.25,23.87,Loamy,Soybean,44.62,39.37,25.63,Compost
32.75,54.12,40.63,Clay,Maize,62.37,59.73,43.97,Compost
32.68,60.36,58.56,Silt,Mustard,50.68,36.65,52.84,Compost
27.01,56.54,21.65,Clay,Wheat,65.06,53.4,44.95,Compost
28.53,57.37,53.52,Clay,Potato,55.83,38.03,49.78,Compost
29.04,53.77,65.25,Sandy,Lentil,18.71,14.2,17.15,NPK 20-20-20
31.82,57.46,24.75,Sandy,Rice,24.62,14.67,17.93,NPK 20-20-20
31.76,63.49,42.62,Alluvial,Chickpea,75.71,46.44,38.89,Compost
30.69,76.08,30.37,Clay,Mustard,65.51,55.34,35.1,Compost
23.91,57.34,30.46,Silt,Soybean,48.02,36.66,44.18,Compost
31.11,58.45,36.86,Loamy,Vegetables,28.94,44.32,45.17,Urea
27.62,56.93,53.25,Silt,Wheat,53.72,35.68,53.26,Compost
29.42,61.32,64.21,Alluvial,Vegetables,69.36,52.7,44.81,Compost
34.12,65.86,42.87,Silt,Vegetables,60.9,26.03,27.25,Compost
25.04,64.0,21.29,Loamy,Mustard,58.4,37.32,17.12,Compost
27.64,67.26,66.83,Loamy,Maize,41.28,37.52,43.79,Compost
28.37,50.35,50.62,Silt,Rice,27.4,55.45,40.96,Urea
25.8,66.19,49.35,Clay,Lentil,71.43,40.45,44.54,Compost
29.01,56.23,49.99,Sandy,Rice,8.38,0.19,9.94,NPK 20-20-20
33.32,57.38,34.57,Sandy,Lentil,21.55,8.12,19.29,NPK 20-20-20
31.26,52.51,38.9,Silt,Mustard,49.28,26.19,37.17,Compost
28.66,48.91,45.5,Clay,Potato,66.93,49.73,33.8,Compost
35.39,53.61,45.18,Loamy,Mustard,36.27,36.12,45.55,Urea
30.37,52.36,41.9,Sandy,Vegetables,18.07,10.6,10.99,NPK 20-20-20
26.86,56.84,48.66,Clay,Rice,47.55,52.24,48.52,Compost
30.54,72.21,59.38,Clay,Maize,57.91,61.12,55.32,Compost
33.2,68.66,38.73,Sandy,Chickpea,15.8,11.09,21.15,MOP
28.81,59.96,33.25,Loamy,Lentil,67.8,45.63,24.67,Compost
24.42,57.65,28.81,Silt,Maize,45.12,52.26,41.98,Compost
25.49,62.3,33.67,Alluvial,Rice,47.94,45.77,44.92,Compost
32.36,65.44,23.19,Silt,Potato,36.79,52.08,52.45,Urea
31.54,65.79,41.04,Alluvial,Lentil,60.36,31.36,51.92,Compost
33.92,63.09,56.79,Loamy,Potato,48.03,41.59,45.98,Compost
32.86,55.08,29.08,Alluvial,Potato,75.84,47.32,47.56,Compost
31.09,62.78,44.07,Loamy,Wheat,56.75,44.45,42.98,Compost
32.64,55.31,33.77,Alluvial,Rice,53.26,47.14,70.33,Compost
35.17,59.23,55.89,Clay,Chickpea,67.42,47.03,56.14,Compost
35.61,62.81,44.05,Sandy,Rice,24.48,17.68,7.62,NPK 20-20-20
33.3,58.37,48.86,Clay,Lentil,74.73,28.36,55.21,Compost
27.59,57.31,64.36,Alluvial,Vegetables,55.63,72.27,47.7,Compost
35.06,64.18,34.22,Sandy,Vegetables,9.88,5.79,17.43,NPK 20-20-20
30.57,71.95,63.99,Silt,Soybean,34.56,53.64,25.47,Urea
33.92,52.2,66.59,Loamy,Lentil,60.45,33.35,37.9,Compost
31.48,61.57,66.3,Loamy,Lentil,59.15,41.47,42.29,Compost
35.81,57.43,38.8,Clay,Chickpea,62.25,59.71,65.52,Compost
30.94,47.23,67.21,Sandy,Maize,12.23,4.34,23.56,MOP
33.69,60.57,52.11,Alluvial,Maize,69.12,71.41,44.78,Compost
28.2,72.99,67.91,Silt,Vegetables,42.32,37.25,46.17,Compost
34.8,61.91,36.52,Silt,Lentil,64.03,41.57,49.5,Compost
27.79,52.77,49.76,Sandy,Wheat,16.24,7.98,19.88,NPK 20-20-20
29.37,51.81,36.47,Clay,Wheat,59.58,37.86,39.3,Compost
30.6,60.46,53.18,Sandy,Maize,25.31,12.44,15.65,NPK 20-20-20
32.0,62.0,34.0,Red,Tobacco,22.0,0.0,20.0,Urea
30.93,57.7,31.15,Silt,Wheat,48.66,35.31,35.8,Compost
36.95,54.67,40.29,Silt,Vegetables,45.87,13.16,28.58,MOP
34.97,57.96,44.01,Alluvial,Potato,78.38,53.9,50.13,Compost
29.81,67.76,46.65,Clay,Lentil,64.24,26.14,66.57,Compost
29.55,64.27,20.84,Silt,Rice,40.53,46.08,28.63,Compost
29.53,50.6,59.79,Clay,Chickpea,56.79,51.53,51.7,Compost
33.8,58.94,38.5,Clay,Wheat,63.47,46.49,56.81,Compost
28.51,60.07,49.5,Alluvial,Potato,62.84,41.53,49.35,Compost
35.14,62.63,37.59,Alluvial,Lentil,42.43,50.33,57.45,Compost
27.25,53.65,48.5,Silt,Lentil,52.87,35.95,31.85,Compost
27.18,58.01,25.16,Clay,Rice,63.38,50.44,40.64,Compost
30.55,55.15,44.29,Sandy,Maize,18.41,10.82,15.21,NPK 20-20-20
29.33,55.56,50.62,Alluvial,Wheat,46.5,60.67,53.59,Compost
34.79,55.79,11.2,Sandy,Vegetables,15.06,20.62,7.42,DAP
27.45,46.99,38.87,Silt,Maize,38.16,26.45,51.75,Urea
24.06,60.92,47.58,Sandy,Wheat,13.18,14.13,5.2,NPK 20-20-20
31.38,57.05,26.66,Alluvial,Mustard,72.38,39.37,55.21,Compost
27.8,52.38,43.9,Sandy,Lentil,18.34,7.89,8.33,NPK 20-20-20
23.69,57.77,56.12,Alluvial,Soybean,43.37,58.95,48.91,Compost
31.08,57.48,29.53,Clay,Rice,62.18,42.27,30.31,Compost
30.25,55.91,30.46,Alluvial,Vegetables,73.52,43.86,50.82,Compost
24.38,62.34,34.64,Clay,Maize,60.53,36.38,37.18,Compost
29.93,71.92,56.23,Sandy,Wheat,27.46,14.93,23.38,MOP
27.67,63.03,56.46,Alluvial,Soybean,68.92,54.37,49.06,Compost
32.31,53.77,44.12,Clay,Wheat,62.22,35.78,58.91,Compost
33.42,63.67,36.14,Sandy,Wheat,27.78,3.34,8.2,NPK 20-20-20
32.42,56.42,39.17,Clay,Chickpea,65.2,37.32,33.35,Compost
33.75,55.48,62.69,Silt,Potato,56.62,42.83,44.52,Compost
31.55,59.28,26.03,Clay,Wheat,56.93,57.49,43.88,Compost
30.97,58.85,55.54,Clay,Potato,82.01,38.46,34.08,Compost
31.46,57.91,47.18,Clay,Vegetables,65.8,50.2,39.79,Compost
35.86,52.75,50.51,Clay,Soybean,77.04,55.74,31.64,Compost
35.31,55.69,25.38,Loamy,Potato,72.04,38.53,28.0,Compost
31.29,63.83,64.72,Alluvial,Maize,78.25,33.21,51.29,Compost
34.78,62.7,48.51,Clay,Soybean,57.05,40.68,54.14,Compost
31.7,57.88,35.21,Loamy,Mustard,59.08,29.68,38.97,Compost
34.33,52.76,53.49,Loamy,Lentil,56.49,26.23,31.94,Compost
30.16,52.67,41.83,Sandy,Soybean,16.24,14.8,18.95,NPK 20-20-20
29.58,59.84,44.46,Sandy,Soybean,14.66,8.96,14.82,NPK 20-20-20
33.65,58.69,24.6,Sandy,Mustard,16.94,23.47,20.55,Urea
26.48,65.4,59.54,Sandy,Vegetables,23.95,5.9,24.98,MOP
28.81,57.91,48.93,Alluvial,Soybean,68.75,35.09,47.93,Compost
35.02,72.47,39.48,Sandy,Maize,31.29,9.49,13.41,NPK 20-20-20
33.66,57.48,31.25,Sandy,Wheat,32.98,13.54,13.74,NPK 20-20-20
32.63,59.29,44.77,Clay,Maize,61.62,32.07,47.85,Compost
27.72,60.7,44.32,Sandy,Lentil,25.05,14.73,25.31,MOP
35.61,67.01,46.23,Silt,Maize,57.05,28.93,43.25,Compost
31.21,62.64,56.78,Sandy,Vegetables,0.72,3.8,3.88,NPK 20-20-20
28.6,64.31,73.91,Loamy,Maize,56.86,47.08,42.41,Compost
29.24,63.52,52.87,Silt,Lentil,46.39,27.89,47.84,Compost
30.71,66.08,56.31,Clay,Potato,82.38,36.39,55.13,Compost
34.25,65.52,50.42,Silt,Potato,53.74,45.68,34.86,Compost
31.23,61.2,24.4,Loamy,Chickpea,68.25,57.24,27.28,Compost
29.18,50.86,56.83,Alluvial,Potato,80.64,47.34,56.2,Compost
28.34,60.11,34.2,Loamy,Rice,58.66,38.27,40.39,Compost
29.23,57.97,47.91,Loamy,Vegetables,54.3,38.58,49.85,Compost
30.93,60.34,24.21,Clay,Soybean,58.99,51.57,46.36,Compost
25.79,49.62,35.7,Clay,Wheat,63.38,44.17,47.79,Compost
24.73,62.23,42.0,Sandy,Vegetables,11.18,18.54,14.87,NPK 20-20-20
35.72,48.38,48.81,Clay,Soybean,46.56,59.12,62.15,Compost
26.73,65.89,51.13,Sandy,Mustard,26.66,14.61,9.98,NPK 20-20-20
31.72,62.56,36.95,Loamy,Potato,52.81,41.28,31.72,Compost
28.87,61.65,42.52,Silt,Potato,39.63,18.47,45.15,MOP
28.78,63.67,45.77,Alluvial,Vegetables,52.36,47.97,50.59,Compost
28.89,56.65,40.79,Silt,Wheat,45.74,41.18,41.02,Compost
28.86,69.89,44.48,Sandy,Chickpea,19.52,12.31,7.11,NPK 20-20-20
28.47,59.91,47.44,Clay,Rice,68.0,35.17,28.31,Compost
30.66,56.43,46.02,Sandy,Rice,35.54,12.65,11.41,NPK 20-20-20
32.37,62.61,41.2,Alluvial,Mustard,89.24,55.48,44.96,Compost
32.99,67.84,44.69,Silt,Mustard,69.66,33.03,45.09,Compost
26.01,58.89,45.05,Alluvial,Vegetables,49.81,33.72,54.52,Compost
28.5,64.92,46.56,Alluvial,Chickpea,73.16,49.28,39.58,Compost
27.6,59.21,44.51,Clay,Rice,57.23,49.45,41.13,Compost
30.31,64.14,34.3,Alluvial,Lentil,55.68,50.75,66.4,Compost
33.68,66.99,41.53,Clay,Potato,68.02,45.39,34.93,Compost
31.98,67.76,66.96,Loamy,Wheat,49.83,57.01,29.81,Compost
33.79,53.41,58.51,Clay,Vegetables,57.14,40.1,55.68,Compost
33.72,66.08,34.87,Sandy,Vegetables,26.88,12.39,13.57,NPK 20-20-20
31.3,54.47,58.49,Alluvial,Maize,62.99,51.67,42.48,Compost
28.27,50.0,44.94,Alluvial,Wheat,75.18,37.27,38.91,Compost
27.72,61.37,58.26,Sandy,Chickpea,35.76,10.64,23.9,MOP
31.36,54.81,52.27,Alluvial,Lentil,63.57,43.41,45.55,Compost
25.31,60.24,31.19,Clay,Lentil,71.51,44.89,49.34,Compost
25.61,56.35,39.16,Clay,Maize,60.75,33.44,43.21,Compost
34.1,64.79,36.33,Silt,Soybean,35.7,39.24,47.09,Urea
28.67,53.77,55.04,Alluvial,Soybean,67.28,29.72,39.12,Compost
29.15,59.5,43.26,Sandy,Lentil,37.16,11.4,14.57,NPK 20-20-20
25.0,58.85,35.13,Silt,Maize,52.98,27.94,40.79,Compost
28.32,74.02,43.31,Alluvial,Rice,70.47,54.63,52.35,Compost
24.66,63.88,62.1,Alluvial,Vegetables,73.5,47.94,24.39,Compost
35.75,64.74,43.57,Alluvial,Rice,58.54,48.75,43.97,Compost
33.28,56.86,50.01,Alluvial,Chickpea,65.48,39.14,49.43,Compost
29.81,56.06,59.76,Loamy,Rice,42.71,36.74,49.7,Compost
27.51,65.57,31.13,Clay,Wheat,54.02,43.11,67.53,Compost
27.94,60.41,47.35,Silt,Vegetables,49.24,40.37,35.11,Compost
29.89,56.93,53.12,Alluvial,Vegetables,62.36,48.24,42.2,Compost
26.49,54.53,22.78,Loamy,Maize,73.99,33.46,55.16,Compost
32.52,53.72,55.85,Alluvial,Chickpea,63.33,58.37,63.87,Compost
24.53,60.59,53.06,Alluvial,Rice,63.18,54.53,61.29,Compost
26.87,59.96,36.29,Sandy,Soybean,9.48,5.9,21.04,MOP
29.3,47.29,39.14,Sandy,Mustard,22.86,17.4,17.74,NPK 20-20-20
29.27,54.28,38.28,Silt,Potato,55.75,27.17,38.73,Compost
35.5,51.43,19.27,Loamy,Potato,75.8,42.67,26.34,Compost
31.86,61.92,38.03,Sandy,Soybean,22.09,19.19,21.5,MOP
29.41,59.24,51.67,Silt,Rice,59.88,41.69,35.7,Compost
33.56,62.11,35.27,Sandy,Wheat,27.15,11.86,13.03,NPK 20-20-20
36.01,47.11,49.45,Sandy,Maize,7.85,12.7,5.99,NPK 20-20-20
23.84,56.31,44.05,Sandy,Chickpea,28.63,9.73,12.05,NPK 20-20-20
29.78,66.8,38.69,Sandy,Mustard,4.31,17.92,13.4,NPK 20-20-20
32.19,60.34,52.95,Clay,Wheat,65.19,58.65,47.23,Compost
30.11,59.15,51.19,Sandy,Lentil,0.0,15.01,10.58,NPK 20-20-20
34.6,61.13,22.74,Sandy,Maize,15.25,14.59,14.76,NPK 20-20-20
28.81,58.99,62.75,Clay,Rice,62.53,61.67,43.35,Compost
27.28,64.84,46.18,Alluvial,Soybean,61.1,62.09,63.34,Compost
26.34,51.23,60.05,Clay,Potato,58.2,47.72,60.77,Compost
25.65,59.51,40.73,Sandy,Wheat,21.39,12.31,8.67,NPK 20-20-20
27.39,58.88,43.68,Clay,Wheat,56.74,34.91,33.95,Compost
34.89,62.37,45.09,Silt,Lentil,67.7,33.06,42.14,Compost
28.46,48.32,42.5,Alluvial,Rice,68.6,60.81,55.92,Compost
29.84,55.91,54.35,Loamy,Wheat,56.36,26.23,51.25,Compost
27.0,60.07,52.7,Loamy,Chickpea,72.07,40.93,62.26,Compost
30.19,55.14,29.23,Alluvial,Soybean,69.06,38.6,49.19,Compost
29.95,54.83,37.9,Loamy,Maize,48.48,40.28,51.26,Compost
24.47,58.27,33.06,Silt,Soybean,33.13,38.64,47.56,Urea
23.67,63.67,44.13,Alluvial,Soybean,61.79,42.22,62.37,Compost
33.95,53.24,52.41,Sandy,Lentil,14.53,19.85,20.16,MOP
